Sale_ID,Sale_Date,City,Zip_Code,House_Type,Bedrooms,Bathrooms,Square_Feet,Year_Built,Condition,Sale_Price
a16dbb40-35ab-4dbf-94f8-6aa0a23b4d54,2023-10-19,New York,29698,Single Family,2,1,2423,1974,Poor,292188
2ef77952-c574-4394-b022-3b12d8b31711,2021-07-15,Houston,92202,Mobile Home,4,4,3801,1952,Good,426047
ce06ec42-8cb5-40d0-b737-3b7edd3b20f6,2024-12-12,Phoenix,74045,Single Family,4,1,3755,2017,Good,903823
2ab2a183-b76c-43a0-8643-493b409c3ec3,2023-05-13,Los Angeles,34300,Condo,4,4,3693,1974,Fair,287501
39936ded-bc79-41b4-ae93-3e0a3bbb2ba7,2021-09-19,Houston,23639,Townhouse,4,3,4130,1969,Excellent,981298
a09e8977-08de-455b-a7f9-4e46948f497e,2024-05-24,Los Angeles,83046,Condo,5,1,4378,1983,Excellent,370146
92183bd6-cfc4-4978-a43e-946d996df0e0,2020-10-01,San Antonio,89199,Single Family,3,2,3496,1975,Fair,347675
b7950f4e-434b-4de3-ab87-85d1e6b0e1a5,2022-09-18,Phoenix,01755,Multi-Family,6,2,4053,1954,Poor,758175
9323f1a9-34e5-45b8-b5c6-08800f979010,2025-04-12,San Diego,57808,Single Family,1,4,4111,2010,Poor,579274
dbd8356c-e563-4c44-aa3b-6b27ae551f92,2024-03-26,Philadelphia,43994,Single Family,4,2,1588,1958,Fair,868730
fed1b5c1-3839-4b67-8b21-c7a750596516,2021-03-26,Chicago,71372,Multi-Family,2,1,4716,1999,Excellent,313625
b71828a5-c3bb-4d87-97fd-87689aaa6c22,2023-04-29,Philadelphia,79054,Condo,4,2,4626,1955,Excellent,892840
69042e97-e972-4426-b4b4-e26d12908bae,2020-11-02,Philadelphia,82273,Townhouse,2,3,4779,2009,Poor,250339
aabd1c51-7111-4c95-9b35-377d00659592,2021-04-23,Houston,02399,Single Family,6,3,2282,1993,Good,696238
401ae01c-2cc7-4c5e-b63a-6b0ec3c46e65,2023-02-01,Phoenix,32168,Single Family,6,4,4563,1960,Fair,984339
f6bedcab-003b-4ea3-b6d3-bc77f1000d9e,2021-11-13,Los Angeles,07987,Townhouse,6,1,1533,2015,Fair,175355
26666df1-d293-47ea-93b2-22086f0534e7,2022-05-30,San Jose,80176,Single Family,2,3,4198,1996,Poor,77798
f93a8580-574b-487c-8b61-d200a5fda0b3,2024-07-23,Chicago,84416,Townhouse,4,3,3833,1952,Fair,665937
e9d9c4d2-ba9f-4e4a-b563-cda156dfd655,2024-08-20,Dallas,56578,Townhouse,6,1,2580,1979,Excellent,377031
30a0f6ec-dc9d-477e-83f1-4d8efd143861,2025-03-08,Houston,54976,Townhouse,5,2,2455,1970,Poor,69477
93b18e79-33b2-4e48-b53a-215fdce5acc0,2025-06-19,Chicago,46033,Multi-Family,2,2,3656,1977,Excellent,460482
c8c53539-702b-4430-a03a-52df3b449b17,2023-07-14,San Diego,60812,Condo,2,4,1392,2011,Good,267400
6e69cd74-a8b0-4352-9592-98e5331d57f9,2021-01-31,San Antonio,73876,Condo,4,2,1391,1982,Fair,267060
41e300ea-1a69-467f-a44e-0051e31284ff,2024-01-12,Phoenix,85398,Mobile Home,2,1,2409,1984,Fair,439959
bbc5383d-ec37-4c34-a882-3835669ac900,2024-08-26,Dallas,70805,Multi-Family,2,3,2855,2001,Excellent,561181
26a56dcc-7bc5-4429-8fe4-e982e083f787,2023-01-02,Houston,11178,Mobile Home,6,2,4210,1983,Poor,557831
2ae8673e-0d01-400d-aa04-c77eb5a3ff81,2023-06-25,Philadelphia,03336,Condo,4,4,2207,1990,Poor,963858
5cd42233-05d5-490d-a292-cca3f620318c,2022-09-21,New York,86172,Condo,6,2,1584,2000,Fair,455105
e3a016d8-a40f-4c9c-97c5-933720ad4365,2024-06-07,Houston,19246,Condo,6,1,4276,1996,Excellent,336479
0eca3d0d-8004-4e0a-9936-91d35c96d846,2023-07-27,New York,91465,Single Family,4,4,3980,2007,Good,978758
555f5c86-8be3-43a3-af79-1ea909934be6,2020-12-14,Philadelphia,11621,Mobile Home,1,2,1119,2006,Excellent,398754
d4eb5059-2558-4bf3-8909-8ccf4f6159f3,2024-11-20,San Antonio,39963,Multi-Family,6,4,1190,1972,Poor,323586
5ae6d875-471c-41fa-b6e0-e02e9007dad4,2023-03-18,Phoenix,31333,Mobile Home,5,1,1650,1997,Fair,882721
669341bf-73f8-4463-a3ef-a2b0ce6ca47a,2024-08-16,Los Angeles,78119,Condo,5,3,4233,1971,Fair,890179
bf9c9d1d-0d9e-4052-9693-cf581f6d27ca,2023-08-09,Houston,56477,Multi-Family,2,1,1559,1966,Fair,873759
bb01d527-b3cb-442e-8271-68dc2c69f296,2023-02-22,San Jose,12209,Mobile Home,5,1,1292,2018,Good,983703
8561b18f-df14-48e6-b396-43d9c013bbdd,2020-10-11,Philadelphia,92514,Condo,2,1,4499,1960,Good,384971
e99eac9e-8c20-4beb-839c-5214bf70bb15,2022-12-25,Houston,99380,Condo,1,1,3546,1964,Poor,680752
8552ac1c-b363-4829-8c0b-5b97a87d8ceb,2024-04-21,San Diego,68150,Multi-Family,4,3,1126,1984,Excellent,181184
899bdfbc-cd0b-44d9-bcb7-5aa04fe06b13,2025-01-03,San Antonio,98876,Townhouse,4,3,3824,1982,Excellent,137051
6ff02ea5-4528-4880-8596-ceeb9b61dc16,2021-09-24,San Diego,43540,Multi-Family,4,4,2853,1965,Excellent,200653
4ba5da0e-7068-41bc-a748-7eaae8d037f0,2023-03-05,Chicago,49532,Townhouse,5,2,3944,1983,Good,295300
7eea4d76-c51a-4eb9-bf09-ef63ef968f41,2024-10-10,Phoenix,18532,Single Family,1,3,4565,2015,Fair,634010
199f0901-35f3-4ad0-8728-ae9169847be2,2021-01-11,Chicago,96730,Multi-Family,5,3,2475,1989,Poor,142036
793b9d35-4dcb-4c3f-9639-348d46369238,2023-10-05,Houston,98104,Townhouse,5,2,2363,1977,Poor,802922
7179913a-4575-4dbc-9722-6b268d3ad5f8,2024-05-10,Dallas,12985,Mobile Home,1,3,1120,1996,Good,197595
8f6c9976-6284-49a4-89fd-8d7b20a9014f,2021-03-23,Dallas,83646,Condo,1,1,1616,1988,Good,903392
c6eaec26-8186-4f6d-8c78-d6515ccc468f,2022-04-01,Phoenix,96275,Single Family,1,1,716,2019,Fair,822997
ae85c00f-c454-42b5-9bb3-10f752499370,2021-05-17,San Jose,96008,Multi-Family,1,2,3033,1969,Fair,331696
99c48415-aeb2-42ea-8945-adc76382f8a8,2022-04-23,San Antonio,68418,Townhouse,4,4,1183,1950,Good,566612
853d83ac-07a7-47d4-b6b0-27d76f67ffe8,2023-01-02,San Jose,25995,Mobile Home,3,4,994,2021,Poor,191880
f0944699-3b8a-4419-9c4b-6509a1ee4ae3,2020-10-27,San Antonio,13146,Townhouse,3,2,4388,2012,Fair,285419
8b674177-92f3-4c83-a8f4-61f197dd8060,2021-09-08,Philadelphia,53437,Multi-Family,1,2,3368,2016,Fair,204692
7fe9dac8-885c-4e6c-9e4b-82ffebdc7e8c,2024-02-13,Houston,27186,Townhouse,3,1,4767,1953,Poor,313031
7f13a0a6-aa0b-412a-9584-d4103022d2fc,2021-03-27,Chicago,40591,Multi-Family,3,4,4460,2007,Fair,343946
e4f075e6-bbd4-4e70-b9fe-b4b6908cf07d,2022-11-08,Dallas,31553,Townhouse,1,3,873,1974,Poor,659312
79b13e54-eb36-48db-8e2b-d155bb363534,2022-11-24,San Diego,81071,Condo,3,1,2613,1996,Excellent,538765
a379edf4-cc25-4acd-b971-aa73d663e7d5,2023-02-04,Los Angeles,79430,Multi-Family,5,2,1989,1987,Fair,820097
825960f1-4e7f-493d-b70f-c8bd065e23e3,2020-12-05,New York,73396,Multi-Family,2,4,4166,1964,Fair,692927
1cf1688d-6282-493b-b5c1-d20152721552,2022-11-29,Los Angeles,76747,Single Family,2,3,765,2012,Excellent,954680
bc15e139-d3bc-45dc-9213-32d38b8080e4,2021-04-07,Chicago,55921,Condo,1,3,2167,1970,Poor,656226
cebd982e-f363-4256-8a9c-c851a919bc0c,2024-06-18,Chicago,09052,Multi-Family,4,1,1328,2006,Fair,267813
71d16922-9d54-499d-aa00-5e2b6d94b522,2023-11-19,San Antonio,97103,Mobile Home,1,4,2643,2002,Excellent,826388
43900623-a127-4757-8c83-8f3598890268,2024-02-04,San Jose,18408,Townhouse,4,4,4797,1995,Poor,434890
1d76481c-08ae-4b60-ba09-32ae3fc552d5,2024-05-26,Los Angeles,88203,Mobile Home,2,2,4096,1963,Fair,862481
2995fffb-e6a0-4e83-b77a-222763269f2b,2025-01-30,San Antonio,98825,Townhouse,1,4,1378,1966,Good,389933
55270b04-fa52-4495-a661-309ffaf8a47f,2020-09-30,San Antonio,20146,Townhouse,6,4,813,1988,Excellent,658814
bc0af358-a2e5-4897-8fa9-c4633fc3e4c7,2020-11-10,San Jose,29242,Single Family,5,1,4362,1958,Poor,451062
22ad2a03-a36e-46fc-88ee-0cbc8be51823,2024-02-07,San Diego,47710,Multi-Family,3,4,2176,1955,Good,533779
95e3922f-19b7-4a07-9653-90619086e1b7,2025-01-11,Dallas,70372,Townhouse,4,3,3048,1972,Poor,547952
44b959ac-54d3-40e8-9719-37d72513c092,2022-10-07,Phoenix,08415,Single Family,6,1,3536,2008,Good,620508
d986b728-dd73-4eef-9479-95db8386d3cf,2021-02-16,Dallas,56254,Mobile Home,3,1,3717,1995,Good,882595
0f5a9985-6a4e-456d-8318-4e439094645f,2022-02-26,New York,02966,Single Family,3,2,1191,1987,Excellent,446981
70f27df9-b23b-43b9-9e1d-213854de5d3b,2021-12-25,Los Angeles,85102,Mobile Home,1,4,3320,1963,Excellent,429270
27b681f0-397e-41ea-93f1-d91edff5f085,2023-11-24,Dallas,55890,Multi-Family,3,2,1313,2021,Good,917918
14c8e13f-97dc-492a-a2de-3f7d81cd5967,2025-02-23,Phoenix,56308,Townhouse,5,3,1535,2011,Excellent,125277
9ef6a200-9cdb-45f2-b4be-4b27d4bbd9f8,2023-10-19,Philadelphia,58683,Condo,6,1,4937,1984,Poor,569570
d5420002-820d-4201-a3bd-6c20446f0b08,2024-02-06,Los Angeles,69413,Mobile Home,3,1,601,1968,Fair,533455
9b7838ad-ad87-450f-9608-a3afe54f56a4,2020-11-29,Phoenix,74874,Townhouse,1,1,3448,1979,Poor,940677
43d8c4d7-7949-4439-af92-32b017414b51,2025-08-05,San Antonio,37285,Condo,5,3,4644,1974,Good,172332
0af267bb-cd04-4d02-af49-2f193cfcb55d,2024-04-01,Chicago,82214,Condo,2,3,2549,1989,Poor,284231
92633734-7ba3-4a20-a05c-d99ba9c0e90c,2021-06-24,San Diego,44250,Mobile Home,6,2,1517,1963,Good,597219
f7f8243a-ab50-4879-b967-667880d987c2,2022-12-06,New York,11731,Townhouse,3,2,3774,1975,Poor,139116
e1adac08-6505-4c19-b16c-b9f0d1c4eaf1,2025-04-12,Phoenix,90971,Condo,1,2,2841,1971,Poor,301671
2db6e89f-c60c-4b8a-acec-613bce970fcc,2020-12-19,Dallas,61017,Single Family,2,4,689,1997,Excellent,892065
e690185f-aa84-4c9c-8cd5-7491a3682d06,2022-10-09,Chicago,21010,Single Family,2,1,2309,2000,Good,523918
ebbf572c-1782-4fe7-bce8-c64ff01d11df,2022-03-03,Dallas,74454,Townhouse,4,1,2769,1952,Good,626201
78130165-2626-4f8d-afa7-33c222058453,2021-05-23,Los Angeles,85312,Multi-Family,5,2,4838,1991,Fair,824504
c22174e3-a588-4dc2-9f43-df4a1ce26170,2023-09-18,Phoenix,74681,Single Family,3,1,3641,1968,Poor,669064
450f9a12-34c7-4c09-95e6-0f12a7ce65d6,2021-04-09,Dallas,35549,Mobile Home,1,2,705,1977,Poor,75991
b314966b-5620-4ccb-b788-11a75fc47291,2023-12-09,San Jose,45058,Townhouse,4,4,1486,1994,Fair,564265
3adf7df6-2081-4c76-9da1-0677e182ea36,2021-06-28,Houston,64541,Condo,5,4,1027,2020,Good,760205
72fbcecb-7579-4c54-8d4f-ec78dff18744,2022-11-24,Chicago,96128,Single Family,4,3,2495,2012,Poor,678380
ad76cd65-d1d3-4428-a233-351f7e3bf046,2023-10-19,Philadelphia,79248,Townhouse,6,4,916,1968,Fair,279577
28c5c9fe-1539-438d-a65b-930b024c6285,2022-11-15,Chicago,61937,Townhouse,5,2,1234,1996,Fair,760672
29025847-745b-4143-ab42-a37e0c80e210,2021-03-15,Dallas,45433,Multi-Family,5,4,2525,1963,Fair,453777
8f42135b-a893-4469-a094-a47b1d2f90a8,2025-05-14,Dallas,74570,Condo,3,3,2656,1987,Poor,984405
1728fd7a-20cf-4d0b-a9ec-2507d1723a21,2023-11-24,New York,71154,Condo,5,1,3744,2002,Good,811401
c22745bf-c110-4d06-909b-d8c303200101,2021-04-07,San Jose,52151,Condo,4,2,2870,2010,Good,145556
c8f4fef2-2dd1-47aa-ab89-8d26da2efe07,2023-03-29,Philadelphia,41483,Mobile Home,5,1,2039,1985,Fair,899307
b87287bf-7649-485d-b740-a03b2134f8ba,2022-11-30,San Diego,31301,Townhouse,3,3,1152,1989,Fair,206989
136689e1-e2f3-4029-9739-c72c8148e104,2024-04-28,New York,15992,Mobile Home,3,3,1315,1979,Good,374264
720536c8-7e70-488f-b832-fb8874c24d9e,2024-09-20,Los Angeles,84215,Mobile Home,6,3,4511,1958,Fair,445204
aaab50d3-631e-4ff0-ae7d-96657b4d3efa,2021-08-12,Philadelphia,87867,Townhouse,4,1,2313,2013,Fair,556961
2ef9c41c-3887-4b2d-b78d-6d8dcc3f6583,2024-08-22,Phoenix,16562,Condo,2,1,3989,1982,Good,946473
819e6496-f4e2-45fc-8b68-55528e6f394b,2020-12-28,Houston,57406,Townhouse,2,1,1707,2001,Poor,702755
5823ad77-76fa-4d45-8f64-317fa30b80d9,2022-01-02,New York,24101,Multi-Family,5,1,4806,1963,Fair,570616
1263595b-8993-474a-8a80-6a3fb34738c0,2024-08-16,Houston,81941,Townhouse,6,3,850,2002,Poor,457472
6ba605f2-dfdf-4451-a70d-23db5c0e1250,2024-09-20,San Jose,19783,Townhouse,1,3,3030,2008,Fair,430634
85bd6c0e-6d2a-45e9-8a15-cdcf805d2572,2024-04-27,Los Angeles,60613,Single Family,5,2,2654,1990,Fair,793088
cf72d2bc-9d76-4561-a89d-55e4a4790178,2025-07-20,Los Angeles,36558,Multi-Family,6,2,1058,2017,Fair,700443
2e64a6ce-d608-4f30-ac21-2163418fe530,2022-11-30,San Diego,21743,Single Family,4,1,807,2017,Excellent,340374
3c0e4924-c7f1-4308-9dc5-6db9d036faba,2025-01-18,Los Angeles,05463,Condo,4,4,1499,1957,Poor,548682
cf5d77ab-5de5-4f6d-8c4f-40fd23d6b60c,2022-10-02,Dallas,12490,Condo,4,4,4061,1951,Poor,109778
b4f78c7d-c686-4a60-963e-ae0923f126fa,2025-03-31,Chicago,69828,Multi-Family,4,3,3985,1990,Fair,95833
1ee73c5f-f46c-4a35-aaa5-11cf11c3a30c,2022-05-01,Chicago,58892,Mobile Home,4,3,621,2004,Good,859057
43ebfb91-b9fe-4880-901f-fb7fc28a82f4,2023-11-05,San Diego,36748,Townhouse,6,3,1009,1965,Fair,606376
97c03281-3592-447a-9570-e418ba8664f3,2020-11-20,Dallas,35025,Single Family,6,2,1494,2011,Excellent,785010
c7d9b186-b20d-46f1-a689-5133f60646d2,2024-11-07,Chicago,40393,Multi-Family,3,2,1114,1997,Fair,416081
3cc68f61-70c8-43de-864d-1c92b26ec70d,2020-12-31,Phoenix,83903,Single Family,2,3,4709,1979,Excellent,514507
bd26801b-726a-4584-a212-d60d73e9439a,2025-05-26,Dallas,89113,Townhouse,4,3,2734,1961,Fair,246375
2777be72-e6c6-4dbf-a08d-655d65ce5077,2022-07-11,San Jose,26681,Mobile Home,1,3,4195,1984,Poor,126361
1c257721-6e8f-4c51-8a22-e9c34093f4a5,2022-03-26,San Antonio,95194,Single Family,6,4,3556,1960,Fair,400373
14827d79-b66c-42ce-9852-a6ffdd774bc8,2023-11-07,Houston,20516,Multi-Family,1,2,2160,2013,Poor,185189
2e4c57a6-7291-4617-9453-d0a6db5c5f55,2023-08-13,Dallas,71603,Townhouse,1,4,1866,1999,Good,664553
e9735156-616f-4a4e-bc37-276b989e7128,2022-05-15,Houston,94914,Townhouse,1,4,2769,1970,Good,572154
a3aa3823-43a3-4996-be6e-12c5c96b1132,2024-01-17,Phoenix,82910,Mobile Home,3,3,4238,2018,Fair,672006
5f02e951-7a2c-4779-ac14-99d9528f0c15,2021-04-24,San Antonio,55432,Multi-Family,6,3,1349,1997,Fair,372854
5dc64e86-edcf-453a-9848-6372ae9261cd,2024-06-19,Philadelphia,71862,Townhouse,1,1,4027,1969,Good,669164
77b351e2-716f-4853-95cc-f2f8f1e65ae2,2022-05-15,San Diego,63600,Single Family,4,1,2527,2016,Excellent,80949
977b6b43-82be-429a-9246-39c2a44a715d,2022-11-28,Dallas,52875,Condo,5,4,4404,1993,Good,990051
edc4da80-ba4a-44bc-9621-6bc4cbf4da3c,2025-03-07,San Diego,03955,Multi-Family,1,2,4302,1982,Good,787242
82d1efd2-8a17-4664-b497-3f7ffd6f1ee4,2022-11-22,Los Angeles,68892,Single Family,3,3,2956,2010,Excellent,904568
702f108c-409c-4971-9dac-326374167ef7,2023-09-10,Houston,75811,Mobile Home,6,3,2935,1958,Good,161541
55ef2780-03fd-4a7f-84fe-4f054a73ba3a,2024-07-05,Houston,48442,Mobile Home,3,4,906,2017,Good,769979
2a39af6e-c555-4999-925e-e0e0bcfd5656,2020-09-02,Los Angeles,17672,Townhouse,1,1,4265,1984,Excellent,111842
8a57d1bd-806f-4998-9107-907e42aed5a5,2022-01-17,Philadelphia,79219,Mobile Home,6,2,2589,2014,Excellent,538019
36acadab-8d9e-45de-a5d2-cf3a8c28e657,2024-07-03,New York,90993,Condo,5,1,1261,1957,Poor,282930
d050f062-17b5-4049-821b-55508dcf6b4f,2023-01-04,San Jose,11276,Single Family,1,1,911,1994,Fair,339134
41cb1a1a-351e-4d92-b469-9cf80a056139,2024-02-28,Dallas,32975,Multi-Family,3,1,3520,1996,Poor,721553
416e4be2-76e3-4a18-9ef8-fe37a1899139,2025-03-08,Houston,14320,Townhouse,2,1,1682,1989,Excellent,342253
1d91e9cd-8d0a-462a-bbad-a6dfe92cd2c5,2024-11-10,San Jose,48519,Multi-Family,4,3,3571,2003,Good,180356
f8f78a66-4c7b-4c3a-8d71-189a90c13a71,2025-03-24,Houston,37351,Single Family,3,3,1354,1995,Excellent,986737
9f1bfd0c-e440-4aa3-9199-0d91009b4e60,2022-09-17,New York,27771,Condo,6,1,4730,1996,Good,818917
c7de987a-3060-4813-82c3-19e04341c5bc,2021-06-23,Los Angeles,56795,Single Family,1,2,952,1964,Poor,787090
2f4edc1e-9356-46ea-9171-72cd36fcb327,2024-02-28,New York,96256,Single Family,4,4,1502,1968,Poor,964565
fd298f76-7803-4bb7-ae86-5a2912bf758d,2023-04-10,Houston,98585,Townhouse,1,2,4488,1975,Poor,739870
6bd59499-fe29-48d8-bfb4-76bc7e83e4ec,2024-01-31,Los Angeles,24709,Multi-Family,6,2,758,2001,Good,837738
5a933693-0730-44d6-a5bf-4e4aec0668cc,2025-02-19,New York,67306,Single Family,1,2,2577,1971,Fair,53849
12463095-6ef6-48cb-b274-4947453f5a8b,2022-10-02,Philadelphia,67229,Single Family,2,1,1556,1970,Fair,62360
a3c3bfed-ff62-4a2d-9859-75985cc05c8b,2024-10-28,Los Angeles,07363,Condo,4,3,2671,2000,Fair,423216
a3271cf6-b26d-4d8b-85a8-1f254c12f0a3,2022-02-07,Dallas,98736,Mobile Home,4,2,1003,1987,Excellent,827567
6dfcffe3-a740-4549-bf4e-cc51ae2ef2f9,2020-11-04,Houston,61817,Condo,6,1,3379,1969,Excellent,669055
d139a19e-58dc-46fc-8152-6a97138c45d5,2023-08-03,Phoenix,16103,Multi-Family,2,2,1987,1978,Good,311445
157cd32b-9b33-4dfa-bab7-e71d12f2967e,2023-11-21,San Diego,79339,Multi-Family,3,2,4053,2000,Excellent,751160
9448feba-f5e7-409f-a567-786a421e773e,2020-09-26,Houston,19605,Townhouse,1,1,1555,1953,Good,571658
9e67fff9-aa36-4b0f-ad81-1a9463052803,2021-10-25,Dallas,85043,Mobile Home,5,3,2312,2004,Poor,480179
